,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1,0 : 2,0 : 3,0 : 4,0 : 5
462,뜨레모아주택7차공동주택,02,제주특별자치도 제주시 광평중길 65-1,33.479595,126.4691049,,,50,,,Y,2,2,2,2,2,2
463,뜨레모아주택7차공동주택,02,제주특별자치도 제주시 광평중길 65-1,33.479595,126.4691049,,,50,,,Y,2,2,2,2,2,2
464,CU편의점 서귀덕수점,06,제주특별자치도 서귀포시 안덕면 덕수서로 7,33.250867135,126.30334014,,,50,,,Y,2,2,2,2,2,2
465,호텔서귀피안,06,제주특별자치도 서귀포시 보목로64번길 178,33.244354660,126.59072985,,,50,,,Y,3,3,3,3,3,3
466,성산보말죽칼국수,06,제주특별자치도 서귀포시 성산읍 해맞이해안로 2725,33.471683542,126.91689879,,,50,,,Y,2,2,2,2,2,2
467,아우디 제주전시장,04,제주특별자치도 제주시 연삼로 111,33.493643000,126.5042229,,,50,,,Y,2,2,2,2,2,2
468,레몬비 편의점 애월점,06,제주특별자치도 제주시 애월읍 애월해안로 852,33.488749089,126.38904817,,,50,,,Y,2,2,2,2,2,2
469,제주사옥,04,제주특별자치도 서귀포시 일주동로 8910-7,33.253170000,126.53772100,,,50,,,Y,9,9,9,9,9,9
470,현대자동차 하이차저10 연북로지점,04,제주특별자치도 제주시 연북로 454,33.480922,126.529804,,,50,,,Y,9,9,9,9,9,9
471,포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,02,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.329168,126.38201899,,,50,,,Y,2,2,2,2,2,2
472,포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,02,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.329168,126.38201899,,,50,,,Y,2,2,2,2,2,2
473,포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,02,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.329168,126.38201899,,,50,,,Y,2,2,2,2,2,2
474,포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,02,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.329168,126.38201899,,,50,,,Y,2,2,2,2,2,2
475,포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,02,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.329168,126.38201899,,,50,,,Y,2,2,2,2,2,2
476,포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,02,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.329168,126.38201899,,,50,,,Y,2,2,2,2,2,2
477,포르쉐 데스티네이션 제주 클럽나인브릿지 스타빌,02,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.329168,126.38201899,,,50,,,Y,2,2,2,2,2,2
478,허브동산,04,제주특별자치도 서귀포시 표선면 돈오름로 180,33.3305218,126.81650438,100,동시,50,,,Y,2,2,2,2,2,2
479,허브동산,04,제주특별자치도 서귀포시 표선면 돈오름로 180,33.3305218,126.81650438,100,동시,50,,,Y,2,2,2,2,2,2
480,사라봉 다목적체육관,02,제주특별자치도 제주시 동문로 169,33.514529999,126.54638599,7,단독,50,,,Y,2,2,2,2,2,2
481,이도노브힐 2차,02,제주특별자치도 제주시 신설동길 45-7,33.496726000,126.55013600,,단독,50,,,Y,3,3,3,3,3,3
482,이도노브힐 2차,02,제주특별자치도 제주시 신설동길 45-7,33.496726000,126.55013600,,단독,50,,,Y,3,3,3,3,3,3
483,이도노브힐 3차,02,제주특별자치도 제주시 신설동길 45-3,33.495865,126.54969099,7,단독,50,,,Y,2,2,1,1,1,1
484,화이트디어 해안1차 야외주차장,02,제주특별자치도 제주시 해안마을서4길 107-1,33.452703,126.452533,7,단독,50,,,Y,2,2,2,2,2,2
485,화이트디어 해안1차 야외주차장,02,제주특별자치도 제주시 해안마을서4길 107-1,33.452703,126.452533,7,단독,50,,,Y,2,2,2,2,2,2
486,호텔 앤 리조트 담모라,04,제주특별자치도 서귀포시 안덕면 일주서로 1975-11,33.249696999,126.30596300,100,동시,50,,,Y,2,2,2,2,2,2
487,호텔 앤 리조트 담모라,04,제주특별자치도 서귀포시 안덕면 일주서로 1975-11,33.249696999,126.30596300,100,동시,50,,,Y,2,2,2,2,2,2
488,캔디원,04,제주특별자치도 제주시 조천읍 선교로 384,33.47128500,126.70770500,100,동시,50,,,Y,2,2,2,2,2,2
489,캔디원,04,제주특별자치도 제주시 조천읍 선교로 384,33.47128500,126.70770500,100,동시,50,,,Y,2,2,2,2,2,2
490,베롱베롱in행원,02,제주특별자치도 제주시 구좌읍 해맞이해안로 820-38,33.553443000,126.82244500,7,단독,50,,,Y,3,3,3,3,3,3
491,한라축산 정육식당,04,제주특별자치도 제주시 1100로 3128,33.465868,126.48555799,100,동시,50,,,Y,2,2,2,2,2,2
492,한라축산 정육식당,04,제주특별자치도 제주시 1100로 3128,33.465868,126.48555799,100,동시,50,,,Y,2,2,2,2,2,2
493,석부작박물관(숨도),02,제주특별자치도 서귀포시 일주동로 8941,33.250448,126.53655499,7,단독,50,,,Y,2,2,2,2,2,2
494,석부작박물관(숨도),04,제주특별자치도 서귀포시 일주동로 8941,33.250448,126.53655499,100,동시,50,,,Y,2,2,2,2,2,2
495,석부작박물관(숨도),04,제주특별자치도 서귀포시 일주동로 8941,33.250448,126.53655499,100,동시,50,,,Y,2,2,2,2,2,2
496,파더스가든,04,제주특별자치도 서귀포시 안덕면 병악로 44-33,33.280498999,126.36543000,100,동시,50,,,Y,2,2,2,2,2,2
497,파더스가든,04,제주특별자치도 서귀포시 안덕면 병악로 44-33,33.280498999,126.36543000,100,동시,50,,,Y,2,2,2,2,2,2
498,파더스가든,04,제주특별자치도 서귀포시 안덕면 병악로 44-33,33.280498999,126.36543000,100,동시,50,,,Y,2,2,2,2,2,2
499,파더스가든,04,제주특별자치도 서귀포시 안덕면 병악로 44-33,33.280498999,126.36543000,100,동시,50,,,Y,2,2,2,2,2,2
500,신창어촌계(싱계물공원),04,제주특별자치도 제주시 한경면 한경해안로 485,33.343102999,126.17211299,100,동시,50,,,Y,2,2,2,2,2,2
501,신창어촌계(싱계물공원),04,제주특별자치도 제주시 한경면 한경해안로 485,33.343102999,126.17211299,100,동시,50,,,Y,2,2,2,2,2,2
502,유니호텔,04,제주특별자치도 제주시 애월읍 애월해안로 656,33.479476999,126.37345600,100,동시,50,,,Y,2,2,2,2,2,2
503,유니호텔,04,제주특별자치도 제주시 애월읍 애월해안로 656,33.479476999,126.37345600,100,동시,50,,,Y,2,2,2,2,2,2
504,유니호텔,04,제주특별자치도 제주시 애월읍 애월해안로 656,33.479476999,126.37345600,100,동시,50,,,Y,2,2,2,2,2,2
505,유니호텔,04,제주특별자치도 제주시 애월읍 애월해안로 656,33.479476999,126.37345600,100,동시,50,,,Y,2,2,2,2,2,2
506,렉서스 제주 전시장,05,제주특별자치도 제주시 일주서로 7661,33.494643,126.465171,200,동시,50,,,Y,2,2,2,2,2,2
507,렉서스 제주 전시장,05,제주특별자치도 제주시 일주서로 7661,33.494643,126.465171,200,동시,50,,,Y,2,2,2,2,2,2
508,렉서스 제주 전시장,05,제주특별자치도 제주시 일주서로 7661,33.494643,126.465171,200,동시,50,,,Y,2,2,2,2,2,2
509,렉서스 제주 전시장,02,제주특별자치도 제주시 일주서로 7661,33.494643,126.465171,7,단독,50,,,Y,2,2,2,2,2,2
510,렉서스 제주 전시장,05,제주특별자치도 제주시 일주서로 7661,33.494643,126.465171,200,동시,50,,,Y,2,2,2,2,2,2
511,렉서스 제주 전시장,02,제주특별자치도 제주시 일주서로 7661,33.494643,126.465171,7,단독,50,,,Y,2,2,2,2,2,2
512,렉서스 제주 전시장,02,제주특별자치도 제주시 일주서로 7661,33.494643,126.465171,7,단독,50,,,Y,2,2,2,2,2,2
513,레드서브마린,04,제주특별자치도 제주시 한림읍 한림해안로 592,33.440676,126.27710399,100,동시,50,,,Y,2,2,2,2,2,2
514,레드서브마린,04,제주특별자치도 제주시 한림읍 한림해안로 592,33.440676,126.27710399,100,동시,50,,,Y,2,2,2,2,2,2
515,레드서브마린,02,제주특별자치도 제주시 한림읍 한림해안로 592,33.440676,126.27710399,7,단독,50,,,Y,2,2,2,2,2,2
516,일출식자재마트,04,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 77,33.445539000,126.91788199,100,동시,50,,,Y,2,2,2,2,2,2
517,일출식자재마트,04,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 77,33.445539000,126.91788199,100,동시,50,,,Y,2,2,2,2,2,2
518,한국농어촌공사 제주지역본부,04,제주특별자치도 제주시 선사로 12,33.522557000,126.58718800,100,동시,50,,,Y,2,2,2,2,2,2
519,한국농어촌공사 제주지역본부,04,제주특별자치도 제주시 선사로 12,33.522557000,126.58718800,100,동시,50,,,Y,2,2,2,2,2,2
520,한국농어촌공사 제주지역본부,04,제주특별자치도 제주시 선사로 12,33.522557000,126.58718800,100,동시,50,,,Y,2,2,2,2,2,2
521,한국농어촌공사 제주지역본부,04,제주특별자치도 제주시 선사로 12,33.522557000,126.58718800,100,동시,50,,,Y,2,2,2,2,2,2
522,이엔_제주연구소,02,제주특별자치도 제주시 첨단로8길 64,33.4446314,126.5687428,7,단독,50,,,Y,9,9,9,9,9,9
523,제주 삼달다방,02,제주특별자치도 서귀포시 성산읍 삼달신풍로 95-24,33.3721769,126.839197,7,단독,50,,,N,2,2,2,2,2,2
524,제주 삼달다방,02,제주특별자치도 서귀포시 성산읍 삼달신풍로 95-24,33.3721769,126.839197,7,단독,50,,,N,2,2,2,2,2,2
525,제주 노형성환그린1차,02,제주특별자치도 제주시 정존5길 39,33.485116,126.4714976,7,단독,50,,,Y,2,2,2,2,2,2
526,제주 노형성환그린1차,02,제주특별자치도 제주시 정존5길 39,33.485116,126.4714976,7,단독,50,,,Y,2,2,2,2,2,2
527,제주 노형성환그린1차,02,제주특별자치도 제주시 정존5길 39,33.485116,126.4714976,7,단독,50,,,Y,2,2,2,2,2,2
528,제주 노형성환그린1차,02,제주특별자치도 제주시 정존5길 39,33.485116,126.4714976,7,단독,50,,,Y,2,2,2,2,2,2
529,제주 노형성환그린1차,02,제주특별자치도 제주시 정존5길 39,33.485116,126.4714976,7,단독,50,,,Y,3,3,3,3,2,2
530,제주 대기고등학교,02,제주특별자치도 제주시 번영로 453-6,33.4925098,126.5932794,7,단독,50,,,Y,3,3,3,3,3,3
531,제주 노형2차아이파크,02,제주특별자치도 제주시 노형12길 24,33.483,126.4795911,7,단독,50,,,Y,2,2,2,2,2,2
532,제주 노형2차아이파크,02,제주특별자치도 제주시 노형12길 24,33.483,126.4795911,7,단독,50,,,Y,2,2,2,2,2,2
533,제주 노형2차아이파크,02,제주특별자치도 제주시 노형12길 24,33.483,126.4795911,7,단독,50,,,Y,2,2,2,2,2,2
534,제주 노형2차아이파크,02,제주특별자치도 제주시 노형12길 24,33.483,126.4795911,,,50,,,Y,2,2,2,2,2,2
535,제주 노형2차아이파크,02,제주특별자치도 제주시 노형12길 24,33.483,126.4795911,7,단독,50,,,Y,2,2,2,2,2,2
536,제주 소길리 황토민박,02,제주특별자치도 제주시 애월읍 광상로 595-29,33.435035,126.3719616,7,단독,50,,,Y,2,2,2,2,2,2
537,제주 소길리 황토민박,02,제주특별자치도 제주시 애월읍 광상로 595-29,33.435035,126.3719616,7,단독,50,,,Y,2,2,2,2,3,3
538,제주 파리바게뜨 함덕해수욕장점,02,제주특별자치도 제주시 조천읍 신북로 473,33.5436714,126.6610043,7,단독,50,,,Y,2,2,2,2,2,2
539,제주 파리바게뜨 함덕해수욕장점,02,제주특별자치도 제주시 조천읍 신북로 473,33.5436714,126.6610043,7,단독,50,,,Y,2,2,2,2,2,2
540,제주 아라주원라비앙,02,"제주특별자치도 제주시 아연로 512 (아라일동, 아라 주원라비앙)",33.4760010571,126.5345813809,,,50,,,Y,2,2,2,2,2,2
541,카페더라이트,06,제주특별자치도 서귀포시 성산읍 한도로 267,33.466182984017,126.9359147434,50,단독,50,,,Y,2,2,2,2,2,2
542,쏘카존_제주대학교,02,제주특별자치도 제주시 제주대학로 102,33.457236975,126.56429389,7,단독,50,,,Y,1,1,1,1,1,1
543,쏘카존_제주대학교,02,제주특별자치도 제주시 제주대학로 102,33.457236975,126.56429389,7,단독,50,,,Y,1,1,1,1,1,1
544,쏘카존_제주대학교,02,제주특별자치도 제주시 제주대학로 102,33.457236975,126.56429389,7,단독,50,,,Y,1,1,1,1,1,1
545,쏘카존_제주대학교,02,제주특별자치도 제주시 제주대학로 102,33.457236975,126.56429389,7,단독,50,,,Y,1,1,1,1,1,1
546,쏘카존_제주대학교,02,제주특별자치도 제주시 제주대학로 102,33.457236975,126.56429389,7,단독,50,,,Y,1,1,1,1,1,1
547,제주산학융합원,02,제주특별자치도 제주시 첨단로8길 36,33.447622577,126.56754052,7,단독,50,,,Y,1,1,1,1,1,1
548,제주산학융합원,02,제주특별자치도 제주시 첨단로8길 36,33.447622577,126.56754052,7,단독,50,,,Y,1,1,1,1,1,1
549,제주산학융합원,02,제주특별자치도 제주시 첨단로8길 36,33.447622577,126.56754052,7,단독,50,,,Y,1,1,1,1,1,1
550,제주산학융합원,02,제주특별자치도 제주시 첨단로8길 36,33.447622577,126.56754052,7,단독,50,,,Y,1,1,1,1,1,1
551,제주산학융합원,02,제주특별자치도 제주시 첨단로8길 36,33.447622577,126.56754052,7,단독,50,,,Y,1,1,1,1,1,1
552,제주 첨단과학단지 야외주차장,02,제주특별자치도 제주시 첨단로 216-18,33.452349492,126.56958709,7,단독,50,,,Y,1,1,1,1,1,1
553,제주 첨단과학단지 야외주차장,02,제주특별자치도 제주시 첨단로 216-18,33.452349492,126.56958709,7,단독,50,,,Y,1,1,1,1,1,1
554,제주 첨단과학단지 야외주차장,02,제주특별자치도 제주시 첨단로 216-18,33.452349492,126.56958709,7,단독,50,,,Y,1,1,1,1,1,1
555,제주 첨단과학단지 야외주차장,02,제주특별자치도 제주시 첨단로 216-18,33.452349492,126.56958709,7,단독,50,,,Y,1,1,1,1,1,1
556,제주서귀포_더웨이팅,02,제주특별자치도 서귀포시 표선면 표선동서로 147,33.317965772,126.82813723,7,단독,50,,,Y,2,2,2,2,2,2
557,JDC 행복주택,02,제주특별자치도 제주시 첨단로동길 10,33.458392630,126.57451743,7,단독,50,,,Y,1,1,1,1,1,1
558,JDC 행복주택,02,제주특별자치도 제주시 첨단로동길 10,33.458392630,126.57451743,7,단독,50,,,Y,1,1,1,1,1,1
559,JDC 행복주택,02,제주특별자치도 제주시 첨단로동길 10,33.458392630,126.57451743,7,단독,50,,,Y,1,1,1,1,1,1
560,NIA글로벌센터,02,제주특별자치도 서귀포시 서호중앙로 68-11,33.25351334,126.5200729,,,50,,,N,9,9,9,9,9,9
561,그림책카페노란우산,02,제주특별자치도 서귀포시 안덕면 녹차분재로 32,33.2885153,126.3028191,7,단독,50,,,Y,2,2,2,2,2,2
562,㈜외도339(오이디오339),02,제주특별자치도 제주시 일주서로 7345,33.4937423,126.4316835,7,단독,50,,,Y,9,9,9,9,9,9
563,㈜외도339(오이디오339),02,제주특별자치도 제주시 일주서로 7345,33.4937423,126.4316835,7,단독,50,,,Y,9,9,9,9,9,9
564,비에노즈,02,제주특별자치도 제주시 한림읍 귀덕7길 29,33.4424791,126.2845537,7,단독,50,,,Y,2,2,2,2,2,2
565,비에노즈,02,제주특별자치도 제주시 한림읍 귀덕7길 29,33.4424791,126.2845537,7,단독,50,,,Y,2,2,2,2,2,2
566,라온레저개발㈜,02,제주특별자치도 제주시 한경면 용금로 998,33.345183,126.278205,,,50,,,Y,2,2,2,2,2,2
567,라온레저개발㈜,02,제주특별자치도 제주시 한경면 용금로 998,33.345183,126.278205,,,50,,,Y,2,2,2,2,2,2
568,라온레저개발㈜,02,제주특별자치도 제주시 한경면 용금로 998,33.345183,126.278205,,,50,,,Y,2,2,2,2,2,2
569,켄싱턴리조트 서귀포점,02,제주특별자치도 서귀포시 이어도로 684,33.233813,126.488989,,,50,,,Y,2,2,2,2,2,2
570,켄싱턴리조트 서귀포점,02,제주특별자치도 서귀포시 이어도로 684,33.233813,126.488989,,,50,,,Y,1,1,1,1,1,1
571,해비치호텔앤드리조트㈜,02,제주특별자치도 서귀포시 남원읍 원님로399번길 319,33.359944,126.728177,,,50,,,Y,2,2,2,2,2,2
572,해비치호텔앤드리조트㈜,02,제주특별자치도 서귀포시 남원읍 원님로399번길 319,33.359944,126.728177,,,50,,,Y,2,2,2,2,2,2
573,해비치호텔앤드리조트㈜,02,제주특별자치도 서귀포시 남원읍 원님로399번길 319,33.359944,126.728177,,,50,,,Y,1,1,1,1,1,1
574,㈜캐슬렉스 제주,02,제주특별자치도 서귀포시 안덕면 평화로 1241,33.340751,126.349549,,,50,,,Y,2,2,2,2,2,2
575,㈜캐슬렉스 제주,02,제주특별자치도 서귀포시 안덕면 평화로 1241,33.340751,126.349549,,,50,,,Y,2,2,2,2,2,2
576,㈜캐슬렉스 제주,02,제주특별자치도 서귀포시 안덕면 평화로 1241,33.340751,126.349549,,,50,,,Y,3,3,3,3,3,3
577,라헨느리조트㈜,02,제주특별자치도 제주시 명림로 374,33.45313,126.614433,,,50,,,Y,2,2,2,2,2,2
578,라헨느리조트㈜,02,제주특별자치도 제주시 명림로 374,33.45313,126.614433,,,50,,,Y,3,3,3,3,3,3
579,용인아파트,02,"제주특별자치도 제주시 고마로14길 16, 308호",33.5058737,126.5393848,,,50,,,Y,3,3,3,3,3,3
580,삼정지에듀아파트,02,제주특별자치도 서귀포시 대정읍 에듀시티로 148,33.28548,126.275529,,,50,,,Y,3,3,3,3,3,3
581,삼정지에듀아파트,02,제주특별자치도 서귀포시 대정읍 에듀시티로 148,33.28548,126.275529,,,50,,,Y,3,3,3,3,3,3
582,그랑블제주알엔지㈜,02,제주특별자치도 제주시 한림읍 화전길 82,33.347926,126.368213,,,50,,,Y,3,3,3,3,3,3
583,그랑블제주알엔지㈜,02,제주특별자치도 제주시 한림읍 화전길 82,33.347926,126.368213,,,50,,,Y,2,2,2,2,2,2
584,그랑블제주알엔지㈜,02,제주특별자치도 제주시 한림읍 화전길 82,33.347926,126.368213,,,50,,,Y,2,2,2,2,2,2
585,테디벨리골프엔리조트,02,제주특별자치도 서귀포시 안덕면 한창로 365,33.293461,126.34893,,,50,,,Y,2,2,2,2,2,2
586,테디벨리골프엔리조트,02,제주특별자치도 서귀포시 안덕면 한창로 365,33.293461,126.34893,,,50,,,Y,2,2,2,2,2,2
587,주식회사 비체올린,02,제주특별자치도 제주시 한경면 판조로 253-6,33.350286,126.218222,,,50,,,Y,2,2,2,2,2,2
588,주식회사 비체올린,02,제주특별자치도 제주시 한경면 판조로 253-6,33.350286,126.218222,,,50,,,Y,2,2,2,2,2,2
589,우선종합주식회사,02,제주특별자치도 제주시 조천읍 함덕남2길 14,33.535489,126.661433,,,50,,,Y,2,2,2,2,2,2
590,우선종합주식회사,02,제주특별자치도 제주시 조천읍 함덕남2길 14,33.535489,126.661433,,,50,,,Y,2,2,2,2,2,2
591,뉴해안풍경,02,제주특별자치도 제주시 신사수2길 8-2,33.509029,126.474856,,,50,,,Y,2,2,2,2,2,2
592,뉴해안풍경,02,제주특별자치도 제주시 신사수2길 8-2,33.509029,126.474856,,,50,,,Y,2,2,2,2,2,2
593,주식회사 캔디원,02,제주특별자치도 제주시 조천읍 선교로 384,33.471349,126.7077598,7,단독,50,,,Y,9,9,9,9,9,9
594,주식회사 캔디원,02,제주특별자치도 제주시 조천읍 선교로 384,33.471349,126.7077598,7,단독,50,,,Y,9,9,9,9,9,9
595,달빛바다팬션,02,제주특별자치도 제주시 어영길 64-12,33.222774,126.293236,,,50,,,Y,2,2,2,2,2,2
596,제주허브동산,02,제주특별자치도 서귀포시 표선면 돈오름로 170,33.329891,126.814854,,,50,,,Y,2,2,2,2,2,2
597,제주허브동산,02,제주특별자치도 서귀포시 표선면 돈오름로 170,33.329891,126.814854,,,50,,,Y,2,2,2,2,2,2
598,해변풍경 민박,02,제주특별자치도 제주시 도두봉2길 71,33.507503,126.475673,,,50,,,Y,2,2,2,2,2,2
599,주식회사 노형호텔,02,제주특별자치도 제주시 수덕1길 7,33.4863,126.478235,,,50,,,N,2,2,2,2,2,2
600,주식회사 노형호텔,02,제주특별자치도 제주시 수덕1길 7,33.4863,126.478235,,,50,,,N,2,2,2,2,2,2
601,제주조랑말타운,02,제주특별자치도 서귀포시 번영로 2486,33.408058,126.772623,,,50,,,Y,9,9,9,9,9,9
602,제주조랑말타운,02,제주특별자치도 서귀포시 번영로 2486,33.408058,126.772623,,,50,,,Y,9,9,9,9,9,9
603,느영나영초가집,02,제주특별자치도 서귀포시 남원읍 태위로 483,33.275429,126.699023,,,50,,,Y,2,2,2,2,2,2
604,느영나영초가집,02,제주특별자치도 서귀포시 남원읍 태위로 483,33.275429,126.699023,,,50,,,Y,2,2,2,2,2,2
605,동부휴게소,02,제주특별자치도 제주시 조천읍 번영로 1619,33.457519,126.703718,,,50,,,Y,2,2,2,2,2,2
606,이랜드파크켄싱턴리조트제주한림점,02,제주특별자치도 제주시 한림읍 한림해안로 530,33.436024,126.274542,,,50,,,Y,3,3,3,3,3,3
607,이랜드파크켄싱턴리조트제주한림점,02,제주특별자치도 제주시 한림읍 한림해안로 530,33.436024,126.274542,,,50,,,Y,2,2,2,2,2,2
608,에코럭스,02,제주특별자치도 서귀포시 김정문화로27번길 9-1,33.252609,126.507706,,,50,,,Y,2,2,2,2,2,2
609,에코럭스,02,제주특별자치도 서귀포시 김정문화로27번길 9-1,33.252609,126.507706,,,50,,,Y,2,2,2,2,2,2
610,라온랜드 주식회사,02,제주특별자치도 제주시 한림읍 월림7길 155,33.35564,126.241944,,,50,,,Y,2,2,2,2,2,2
611,라온랜드 주식회사,02,제주특별자치도 제주시 한림읍 월림7길 155,33.35564,126.241944,,,50,,,Y,2,2,2,2,2,2
612,라온랜드 주식회사,02,제주특별자치도 제주시 한림읍 월림7길 155,33.35564,126.241944,,,50,,,Y,2,2,2,2,2,2
613,나인스파빌,02,제주특별자치도 제주시 애월읍 하광로 518,33.445626,126.430258,,,50,,,Y,2,2,2,2,2,2
614,나인스파빌,02,제주특별자치도 제주시 애월읍 하광로 518,33.445626,126.430258,,,50,,,Y,2,2,2,2,2,2
615,아모르하우스,02,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,33.50906,126.901903,,,50,,,Y,1,1,1,1,1,1
616,아모르하우스,02,제주특별자치도 제주시 구좌읍 해맞이해안로 2060-18,33.50906,126.901903,,,50,,,Y,1,1,1,1,1,1
617,㈜백상,02,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,33.276475,126.305386,,,50,,,Y,2,2,2,2,2,2
618,㈜백상,02,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,33.276475,126.305386,,,50,,,Y,2,2,2,2,2,2
619,아띠랑스,02,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,33.477758,126.909365,,,50,,,Y,9,9,9,9,9,9
620,아띠랑스,02,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,33.477758,126.909365,,,50,,,Y,2,2,2,2,2,2
621,블루마운틴커피랜드,02,제주특별자치도 서귀포시 성산읍 중산간동로 4255,33.380291,126.837147,,,50,,,Y,1,1,1,1,1,1
622,블루마운틴커피랜드,02,제주특별자치도 서귀포시 성산읍 중산간동로 4255,33.380291,126.837147,,,50,,,Y,1,1,1,1,1,1
623,돈내코힐리조트,02,제주특별자치도 서귀포시 돈내코로 178,33.303032,126.578505,,,50,,,Y,2,2,2,2,2,2
624,돈내코힐리조트,02,제주특별자치도 서귀포시 돈내코로 178,33.303032,126.578505,,,50,,,Y,2,2,2,2,2,2
625,그랜드메르호텔,02,제주특별자치도 서귀포시 논짓물로 45,33.239876,126.386022,,,50,,,Y,2,2,2,2,2,2
626,그랜드메르호텔,02,제주특별자치도 서귀포시 논짓물로 45,33.239876,126.386022,,,50,,,Y,2,2,2,2,2,2
627,오드리인제주/㈜갤러리,02,제주특별자치도 제주시 서해안로 100,33.503415,126.460452,,,50,,,Y,3,3,3,3,3,3
628,오드리인제주/㈜갤러리,02,제주특별자치도 제주시 서해안로 100,33.503415,126.460452,,,50,,,Y,2,2,2,2,2,2
629,크리스마스,02,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,33.50933,126.900271,,,50,,,Y,2,2,2,2,2,2
630,크리스마스,02,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,33.50933,126.900271,,,50,,,Y,2,2,2,2,2,2
631,더썸하우스,02,"제주특별자치도 서귀포시 성산읍 난고로 42번길 110, 103동",33.443542,126.906517,,,50,,,Y,3,3,3,3,3,3
632,더썸하우스,02,"제주특별자치도 서귀포시 성산읍 난고로 42번길 110, 103동",33.443542,126.906517,,,50,,,Y,2,2,2,2,2,2
633,조은리조트,02,제주특별자치도 서귀포시 이어도로 721,33.236052,126.492155,,,50,,,Y,9,9,9,9,9,9
634,조은리조트,02,제주특별자치도 서귀포시 이어도로 721,33.236052,126.492155,,,50,,,Y,9,9,9,9,9,9
635,동백동산,02,제주특별자치도 제주시 조천읍 북흘로 378,33.516643,126.706132,,,50,,,Y,2,2,2,2,2,2
636,지중해리조트,02,제주특별자치도 서귀포시 남원읍 남태해안로 445,33.283082,126.746964,,,50,,,Y,2,2,2,2,2,2
637,㈜에이치엠자산관리,02,제주특별자치도 서귀포시 대정읍 에듀시티로 102,33.495621,126.90652,,,50,,,Y,2,2,2,2,2,2
638,㈜에이치엠자산관리,02,제주특별자치도 서귀포시 대정읍 에듀시티로 102,33.495621,126.90652,,,50,,,Y,3,3,3,3,3,3
639,동복리671,02,제주특별자치도 제주시 구좌읍 구좌해안로 52-13,33.556326,126.720576,,,50,,,Y,1,1,1,1,1,1
640,동복리671,02,제주특별자치도 제주시 구좌읍 구좌해안로 52-13,33.556326,126.720576,,,50,,,Y,2,2,2,2,2,2
641,오션베스트빌구내,02,제주특별자치도 제주시 조천읍 조함해안로 221,33.553275,126.644754,,,50,,,Y,9,9,9,9,9,9
642,오션베스트빌구내,02,제주특별자치도 제주시 조천읍 조함해안로 221,33.553275,126.644754,,,50,,,Y,9,9,9,9,9,9
643,알프스보석궁전테마파크,02,제주특별자치도 제주시 한경면 연명로 159-7,33.291234,126.249147,,,50,,,Y,1,1,1,1,1,1
644,알프스보석궁전테마파크,02,제주특별자치도 제주시 한경면 연명로 159-7,33.291234,126.249147,,,50,,,Y,2,2,2,2,2,2
645,도라미펜션,02,제주특별자치도 서귀포시 일주동로 8215,33.260353,126.609648,,,50,,,Y,2,2,2,2,2,2
646,나우씨앤씨,02,제주특별자치도 서귀포시 하신상로 166,33.272428,126.610353,,,50,,,Y,2,2,2,2,2,2
647,나우씨앤씨,02,제주특별자치도 서귀포시 하신상로 166,33.272428,126.610353,,,50,,,Y,2,2,2,2,2,2
648,소금막호스텔,02,제주특별자치도 서귀포시 쇠소깍로 151-10,33.25067,126.620559,,,50,,,Y,9,9,9,9,9,9
649,제주아이브,02,제주특별자치도 서귀포시 산록남로 1966-34,33.288872,126.496904,,,50,,,Y,2,2,2,2,2,2
650,제주아이브,02,제주특별자치도 서귀포시 산록남로 1966-34,33.288872,126.496904,,,50,,,Y,2,2,2,2,2,2
651,디스이즈핫,02,제주특별자치도 제주시 구좌읍 하도15길 153-5,33.513253,126.897377,,,50,,,Y,2,2,2,2,2,2
652,갯그시,02,제주특별자치도 서귀포시 성산읍 환해장성로 469,33.399071,126.90477,,,50,,,Y,2,2,2,2,2,2
653,갯그시,02,제주특별자치도 서귀포시 성산읍 환해장성로 469,33.399071,126.90477,,,50,,,Y,2,2,2,2,2,2
